"Global.Match.ID","Local.Match.ID","Home.Team.Init","Away.Team.Init","Home.Team.Name","Away.Team.Name","Home.Team.Goals","Away.Team.Goals","Date","Season","Season.Phase","Attendance","Referees","Home.Coach","Home.Assistant","Away.Coach","Away.Assistant","Home.Team.Halftime.Goals","Away.Team.Halftime.Goals","Home.Team.7m.Goals","Away.Team.7m.Goals","HT.Break.Goals","HT.Goalkeepers.Perc","HT.Goalkeepers.Saves","HT.Shots.Acc.Perc","HT.7m.Shots.Acc","AT.Break.Goals","AT.Goalkeepers.Perc","AT.Goalkeepers.Saves","AT.Shots.Acc.Perc","AT.7m.Shots.Acc","Day.Name","Day.Status","Public.Holiday","CT.Broadcast"
980,2,"JIC","PLZ","Jicín","Plzen",26,23,2013-05-25,"2012/2013","1till6placeMatch",860,"Jirí Opava, Pavel Válek","Aleš Babák","Petr Kyncl","Martin Šetlík","Stanislav Raizl",11,14,1,2,124,42.51,517,52.61,67.82,112,41.78,542,52.31,70.93,"Sat","Weekend",0,0
981,3,"ZUB","HRA","Zubrí","Hranice",26,31,2013-05-25,"2012/2013","1till6placeMatch",900,"Michal Hanák, Petr Novák","Aleš Korínek","Michal Balhárek","Libor Hrabal","Martin Potiška",10,17,5,0,201,44.99,652,53.99,72.07,99,41.1,543,57.58,79.06,"Sat","Weekend",0,0
982,4,"DUK","JIC","Dukla","Jicín",30,28,2013-05-18,"2012/2013","1till6placeMatch",145,"Michal Hanák, Petr Novák","Pavel Pauza","Milan Kotrc","Aleš Babák","Petr Kyncl",14,15,1,0,185,44.88,575,54.5,70.52,124,42.51,517,52.61,67.82,"Sat","Weekend",0,0
983,5,"PLZ","ZUB","Plzen","Zubrí",30,30,2013-05-18,"2012/2013","1till6placeMatch",120,"Jirí Opava, Pavel Válek","Martin Šetlík","Stanislav Raizl","Aleš Korínek","Michal Balhárek",15,18,6,8,112,41.78,542,52.31,70.93,201,44.99,652,53.99,72.07,"Sat","Weekend",0,0
984,6,"HRA","LOV","Hranice","Lovosice",29,22,2013-05-19,"2012/2013","1till6placeMatch",240,"Milan Hájek, Karel Macho","Libor Hrabal","Martin Potiška","Vojtech Srba","Pavel Haken",15,11,0,2,99,41.1,543,57.58,79.06,133,39.45,488,52.17,70.32,"Sun","Weekend",0,1
985,7,"PLZ","DUK","Plzen","Dukla",25,29,2013-05-11,"2012/2013","1till6placeMatch",140,"Bedrich Frieser, Lukáš Frieser","Martin Šetlík","Stanislav Raizl","Pavel Pauza","Milan Kotrc",11,16,2,4,112,41.78,542,52.31,70.93,185,44.88,575,54.5,70.52,"Sat","Weekend",0,0
986,8,"JIC","HRA","Jicín","Hranice",25,20,2013-05-12,"2012/2013","1till6placeMatch",1160,"Radoslav Kavulic, Libor Skružný","Aleš Babák","Petr Kyncl","Libor Hrabal","Martin Potiška",13,9,2,1,124,42.51,517,52.61,67.82,99,41.1,543,57.58,79.06,"Sun","Weekend",0,0
987,9,"ZUB","LOV","Zubrí","Lovosice",23,26,2013-05-12,"2012/2013","1till6placeMatch",600,"Marek Becicka, Jirí Horák","Jirí Micola","Michal Balhárek","Vojtech Srba","Pavel Haken",13,11,2,2,201,44.99,652,53.99,72.07,133,39.45,488,52.17,70.32,"Sun","Weekend",0,0
988,10,"HRA","PLZ","Hranice","Plzen",20,21,2013-05-08,"2012/2013","1till6placeMatch",210,"Bohumil Bruna, René Vostatek","Libor Hrabal","Martin Potiška","Martin Šetlík","Stanislav Raizl",9,11,3,2,99,41.1,543,57.58,79.06,112,41.78,542,52.31,70.93,"Wed","WorkingDay",1,0
989,11,"LOV","JIC","Lovosice","Jicín",21,29,2013-05-08,"2012/2013","1till6placeMatch",750,"Václav Horácek, Jirí Novotný","Vojtech Srba","Pavel Haken","Aleš Babák","Petr Kyncl",8,16,3,0,133,39.45,488,52.17,70.32,124,42.51,517,52.61,67.82,"Wed","WorkingDay",1,1
990,12,"DUK","ZUB","Dukla","Zubrí",25,18,2013-05-08,"2012/2013","1till6placeMatch",175,"Jirí Opava, Pavel Válek","Pavel Pauza","Milan Kotrc","Jirí Micola","Michal Balhárek",11,9,0,4,185,44.88,575,54.5,70.52,201,44.99,652,53.99,72.07,"Wed","WorkingDay",1,0
991,13,"DUK","HRA","Dukla","Hranice",28,25,2013-05-04,"2012/2013","1till6placeMatch",150,"Bedrich Frieser, Lukáš Frieser","Pavel Pauza","Milan Kotrc","Libor Hrabal",,15,14,3,4,185,44.88,575,54.5,70.52,99,41.1,543,57.58,79.06,"Sat","Weekend",0,0
992,14,"ZUB","JIC","Zubrí","Jicín",30,23,2013-05-05,"2012/2013","1till6placeMatch",700,"Michal Hanák, Petr Novák","Jirí Micola","Michal Balhárek","Aleš Babák","Petr Kyncl",15,13,2,3,201,44.99,652,53.99,72.07,124,42.51,517,52.61,67.82,"Sun","Weekend",0,1
993,15,"PLZ","LOV","Plzen","Lovosice",24,25,2013-05-05,"2012/2013","1till6placeMatch",160,"Radoslav Kavulic, Libor Skružný","Martin Šetlík","Stanislav Raizl","Vojtech Srba","Pavel Haken",13,14,0,3,112,41.78,542,52.31,70.93,133,39.45,488,52.17,70.32,"Sun","Weekend",0,0
994,16,"HRA","ZUB","Hranice","Zubrí",27,22,2013-05-01,"2012/2013","1till6placeMatch",440,"Václav Horácek, Jirí Novotný","Libor Hrabal","Martin Potiška","Jirí Micola","Michal Balhárek",15,10,1,1,99,41.1,543,57.58,79.06,201,44.99,652,53.99,72.07,"Wed","WorkingDay",1,1
995,17,"DUK","LOV","Dukla","Lovosice",25,19,2013-05-01,"2012/2013","1till6placeMatch",280,"Michal Hanák, Petr Novák","Pavel Pauza","Milan Kotrc","Vojtech Srba","Pavel Haken",18,9,0,4,185,44.88,575,54.5,70.52,133,39.45,488,52.17,70.32,"Wed","WorkingDay",1,0
996,18,"PLZ","JIC","Plzen","Jicín",22,22,2013-05-01,"2012/2013","1till6placeMatch",250,"Marek Becicka, Jirí Horák","Martin Šetlík","Stanislav Raizl","Aleš Babák","Petr Kyncl",13,11,0,3,112,41.78,542,52.31,70.93,124,42.51,517,52.61,67.82,"Wed","WorkingDay",1,0
997,19,"LOV","HRA","Lovosice","Hranice",28,28,2013-04-27,"2012/2013","1till6placeMatch",850,"Václav Horácek, Jirí Novotný","Vojtech Srba","Pavel Haken","Libor Hrabal","Martin Potiška",14,11,3,2,133,39.45,488,52.17,70.32,99,41.1,543,57.58,79.06,"Sat","Weekend",0,0
998,20,"ZUB","PLZ","Zubrí","Plzen",34,28,2013-04-27,"2012/2013","1till6placeMatch",800,"Jirí Opava, Pavel Válek","Jirí Micola","Michal Balhárek","Martin Šetlík","Stanislav Raizl",15,14,2,2,201,44.99,652,53.99,72.07,112,41.78,542,52.31,70.93,"Sat","Weekend",0,0
999,21,"JIC","DUK","Jicín","Dukla",28,25,2013-04-28,"2012/2013","1till6placeMatch",840,"Milan Hájek, Karel Macho","Aleš Babák","Petr Kyncl","Pavel Pauza","Milan Kotrc",11,13,3,3,124,42.51,517,52.61,67.82,185,44.88,575,54.5,70.52,"Sun","Weekend",0,1
1000,22,"LOV","ZUB","Lovosice","Zubrí",27,25,2013-04-20,"2012/2013","1till6placeMatch",840,"Milan Hájek, Karel Macho","Vojtech Srba","Pavel Haken","Jirí Micola","Michal Balhárek",14,10,3,3,133,39.45,488,52.17,70.32,201,44.99,652,53.99,72.07,"Sat","Weekend",0,1
1001,23,"DUK","PLZ","Dukla","Plzen",23,23,2013-04-20,"2012/2013","1till6placeMatch",200,"Radoslav Kavulic, Libor Skružný","Pavel Pauza","Milan Kotrc","Martin Šetlík","Stanislav Raizl",14,9,2,2,185,44.88,575,54.5,70.52,112,41.78,542,52.31,70.93,"Sat","Weekend",0,0
1002,24,"HRA","JIC","Hranice","Jicín",25,24,2013-04-21,"2012/2013","1till6placeMatch",370,"Jirí Vetrovský, Martin Zych","Libor Hrabal","Martin Potiška","Aleš Babák","Petr Kyncl",10,13,0,2,99,41.1,543,57.58,79.06,124,42.51,517,52.61,67.82,"Sun","Weekend",0,0
1003,25,"ZUB","DUK","Zubrí","Dukla",26,25,2013-04-17,"2012/2013","1till6placeMatch",800,"Michal Hanák, Petr Novák","Jirí Micola","Michal Balhárek","Pavel Pauza","Milan Kotrc",14,9,2,0,201,44.99,652,53.99,72.07,185,44.88,575,54.5,70.52,"Wed","WorkingDay",0,0
1004,26,"PLZ","HRA","Plzen","Hranice",22,25,2013-04-17,"2012/2013","1till6placeMatch",130,"Petr Halada, Ludek Tocík","Martin Šetlík","Milan Šedivec","Libor Hrabal","Karel Magrla",13,13,1,1,112,41.78,542,52.31,70.93,99,41.1,543,57.58,79.06,"Wed","WorkingDay",0,0
1005,27,"JIC","LOV","Jicín","Lovosice",21,20,2013-04-17,"2012/2013","1till6placeMatch",926,"Milan Hájek, Karel Macho","Petr Babák","Petr Kyncl","Vojtech Srba","Pavel Haken",10,11,2,3,124,42.51,517,52.61,67.82,133,39.45,488,52.17,70.32,"Wed","WorkingDay",0,0
1006,28,"LOV","PLZ","Lovosice","Plzen",26,26,2013-04-13,"2012/2013","1till6placeMatch",950,"Michal Hanák, Petr Novák","Vojtech Srba","Pavel Haken","Martin Šetlík","Stanislav Raizl",11,15,2,2,133,39.45,488,52.17,70.32,112,41.78,542,52.31,70.93,"Sat","Weekend",0,0
1007,29,"JIC","ZUB","Jicín","Zubrí",29,19,2013-04-13,"2012/2013","1till6placeMatch",918,"Václav Horácek, Jirí Novotný","Aleš Babák","Petr Kyncl","Jirí Micola","Michal Balhárek",14,10,1,3,124,42.51,517,52.61,67.82,201,44.99,652,53.99,72.07,"Sat","Weekend",0,0
1008,30,"HRA","DUK","Hranice","Dukla",25,25,2013-04-14,"2012/2013","1till6placeMatch",390,"Radoslav Kavulic, Libor Skružný","Libor Hrabal","Karel Magrla","Pavel Pauza","Milan Kotrc",13,13,3,1,99,41.1,543,57.58,79.06,185,44.88,575,54.5,70.52,"Sun","Weekend",0,1
1009,31,"KAR","KOP","Karviná","Koprivnice",37,27,2013-05-22,"2012/2013","7till12placeMatch",210,"Marek Becicka, Jirí Horák","Ludvík Mrkva","Marek Michalisko","Miroslav Barton","Ivo Vávra",18,11,1,1,157,42.97,584,57.15,65.51,100,40.02,572,52.47,74.21,"Wed","WorkingDay",0,0
1010,32,"BRN","FRM","KP Brno","Frýdek-Místek",34,29,2013-05-26,"2012/2013","7till12placeMatch",105,"Bedrich Frieser, Lukáš Frieser","Jan Hegar","Filip Hruza","Aleš Chrastina","Petr Mazur",16,15,0,2,104,45.64,639,53.56,74.52,120,37.69,521,51.4,73.78,"Sun","Weekend",0,0
1011,33,"PRE","BRN","Prerov","KP Brno",27,32,2013-05-19,"2012/2013","7till12placeMatch",48,"Tomáš Kozler, Vladimír Vaník","Jirí Závodník","Richard Bucek","Jan Hegar","Zdenek Zima",11,17,2,0,99,35.99,487,49.29,70.29,104,45.64,639,53.56,74.52,"Sun","Weekend",0,0
1012,34,"FRM","KAR","Frýdek-Místek","Karviná",28,30,2013-05-19,"2012/2013","7till12placeMatch",365,", Milan Letev","Aleš Chrastina","Petr Mazur","Ludvík Mrkva","Roman Farár",13,17,1,0,120,37.69,521,51.4,73.78,157,42.97,584,57.15,65.51,"Sun","Weekend",0,0
1013,35,"KAR","PRE","Karviná","Prerov",31,27,2013-05-10,"2012/2013","7till12placeMatch",186,"Václav Horácek, Jirí Novotný","Ludvík Mrkva","Marek Michalisko","Jirí Závodník","Richard Bucek",19,14,0,2,157,42.97,584,57.15,65.51,99,35.99,487,49.29,70.29,"Fri","WorkingDay",0,0
1014,36,"KOP","FRM","Koprivnice","Frýdek-Místek",33,32,2013-05-11,"2012/2013","7till12placeMatch",420,"Milan Hájek, Karel Macho",,"Ivo Vávra","Aleš Chrastina","Petr Mazur",18,16,5,1,100,40.02,572,52.47,74.21,120,37.69,521,51.4,73.78,"Sat","Weekend",0,0
1015,37,"PRE","KOP","Prerov","Koprivnice",22,33,2013-05-08,"2012/2013","7till12placeMatch",72,"Bedrich Frieser, Lukáš Frieser","Jirí Závodník","Jirí Mužík","Miroslav Barton","Ivo Vávra",11,16,2,1,99,35.99,487,49.29,70.29,100,40.02,572,52.47,74.21,"Wed","WorkingDay",1,0
1016,38,"BRN","KAR","KP Brno","Karviná",28,34,2013-05-08,"2012/2013","7till12placeMatch",70,"Jirí Vetrovský, Martin Zych","Jan Hegar","Filip Hruza","Ludvík Mrkva","Marek Michalisko",10,18,2,1,104,45.64,639,53.56,74.52,157,42.97,584,57.15,65.51,"Wed","WorkingDay",1,0
1017,39,"KOP","BRN","Koprivnice","KP Brno",35,29,2013-05-04,"2012/2013","7till12placeMatch",350,"Petr Halada, Ludek Tocík","Miroslav Barton","Ivo Vávra","Jan Hegar","Zdenek Zima",19,12,4,1,100,40.02,572,52.47,74.21,104,45.64,639,53.56,74.52,"Sat","Weekend",0,0
1018,40,"FRM","PRE","Frýdek-Místek","Prerov",39,28,2013-05-05,"2012/2013","7till12placeMatch",390,"Jirí Opava, Pavel Válek","Aleš Chrastina","Petr Mazur","Jirí Závodník","Jirí Mužík",19,15,3,0,120,37.69,521,51.4,73.78,99,35.99,487,49.29,70.29,"Sun","Weekend",0,0
1019,41,"KOP","KAR","Koprivnice","Karviná",30,33,2013-04-30,"2012/2013","7till12placeMatch",380,"Marek Becicka, Jirí Horák","Miroslav Barton","Ivo Vávra","Ludvík Mrkva","Marek Michalisko",16,18,3,3,100,40.02,572,52.47,74.21,157,42.97,584,57.15,65.51,"Tue","WorkingDay",0,0
1020,42,"FRM","BRN","Frýdek-Místek","KP Brno",38,25,2013-05-01,"2012/2013","7till12placeMatch",415,"Luboš Pavlícek, Rostislav Tokoš","Aleš Chrastina","Petr Mazur","Jan Hegar","Zdenek Zima",20,12,4,3,120,37.69,521,51.4,73.78,104,45.64,639,53.56,74.52,"Wed","WorkingDay",1,0
1021,43,"KAR","FRM","Karviná","Frýdek-Místek",32,31,2013-04-26,"2012/2013","7till12placeMatch",202,"Jirí Králícek, Milan Letev","Ludvík Mrkva","Marek Michalisko","Aleš Chrastina","Petr Mazur",17,11,1,2,157,42.97,584,57.15,65.51,120,37.69,521,51.4,73.78,"Fri","WorkingDay",0,0
1022,44,"BRN","PRE","KP Brno","Prerov",26,26,2013-04-27,"2012/2013","7till12placeMatch",185,"Bohumil Bruna, René Vostatek","Jan Hegar","Filip Hruza","Jirí Závodník","Richard Bucek",13,14,7,4,104,45.64,639,53.56,74.52,99,35.99,487,49.29,70.29,"Sat","Weekend",0,0
1023,45,"FRM","KOP","Frýdek-Místek","Koprivnice",34,30,2013-04-21,"2012/2013","7till12placeMatch",520,"Radoslav Kavulic, Libor Skružný","Aleš Chrastina","Petr Mazur","Miroslav Barton","Ivo Vávra",15,13,3,4,120,37.69,521,51.4,73.78,100,40.02,572,52.47,74.21,"Sun","Weekend",0,0
1024,46,"PRE","KAR","Prerov","Karviná",29,34,2013-04-24,"2012/2013","7till12placeMatch",73,"Jirí Králícek, Milan Letev","Jirí Závodník","Jirí Mužík","Ludvík Mrkva","Marek Michalisko",16,20,1,0,99,35.99,487,49.29,70.29,157,42.97,584,57.15,65.51,"Wed","WorkingDay",0,0
1025,47,"KAR","BRN","Karviná","KP Brno",39,25,2013-04-17,"2012/2013","7till12placeMatch",250,"Pavel Novotný, Petr Samek","Ludvík Mrkva","Martin Kostelník","Jan Hegar","Zdenek Zima",23,12,3,1,157,42.97,584,57.15,65.51,104,45.64,639,53.56,74.52,"Wed","WorkingDay",0,0
1026,48,"KOP","PRE","Koprivnice","Prerov",26,22,2013-04-17,"2012/2013","7till12placeMatch",300,"Marek Becicka, Jirí Horák","Miroslav Barton","Ivo Vávra","Jirí Závodník","Jirí Mužík",12,12,4,0,100,40.02,572,52.47,74.21,99,35.99,487,49.29,70.29,"Wed","WorkingDay",0,0
1027,49,"PRE","FRM","Prerov","Frýdek-Místek",25,25,2013-04-14,"2012/2013","7till12placeMatch",82,"Tomáš Bubenícek, Jan Kosmák","Jirí Závodník","Jirí Mužík","Aleš Chrastina","Petr Mazur",15,13,5,3,99,35.99,487,49.29,70.29,120,37.69,521,51.4,73.78,"Sun","Weekend",0,0
1028,50,"BRN","KOP","KP Brno","Koprivnice",25,24,2013-04-14,"2012/2013","7till12placeMatch",302,"Jirí Opava, Pavel Válek","Jan Hegar","Filip Hruza","Miroslav Barton","Ivo Vávra",9,12,3,2,104,45.64,639,53.56,74.52,100,40.02,572,52.47,74.21,"Sun","Weekend",0,0
1029,51,"LOV","PLZ","Lovosice","Plzen",34,28,2013-03-16,"2012/2013","RegularPhaseMatch",875,"Václav Horácek, Jirí Novotný","Vojtech Srba","Pavel Haken","Martin Šetlík","Stanislav Raizl",15,14,3,5,133,39.45,488,52.17,70.32,112,41.78,542,52.31,70.93,"Sat","Weekend",0,0
1030,52,"ZUB","DUK","Zubrí","Dukla",25,22,2013-03-16,"2012/2013","RegularPhaseMatch",1100,"Bedrich Frieser, Lukáš Frieser","Jirí Micola","Michal Balhárek","Pavel Pauza","Milan Kotrc",12,11,2,5,201,44.99,652,53.99,72.07,185,44.88,575,54.5,70.52,"Sat","Weekend",0,0
1031,53,"HRA","BRN","Hranice","KP Brno",30,24,2013-03-17,"2012/2013","RegularPhaseMatch",420,"Milan Hájek, Karel Macho","Libor Hrabal","Martin Potiška","Jan Hegar","Filip Hruza",16,11,2,4,99,41.1,543,57.58,79.06,104,45.64,639,53.56,74.52,"Sun","Weekend",0,0
1032,54,"JIC","KAR","Jicín","Karviná",29,26,2013-03-17,"2012/2013","RegularPhaseMatch",740,"Radoslav Kavulic, Libor Skružný","Aleš Babák","Petr Kyncl","Ludvík Mrkva","Martin Kostelník",12,14,5,1,124,42.51,517,52.61,67.82,157,42.97,584,57.15,65.51,"Sun","Weekend",0,1
1033,55,"FRM","PRE","Frýdek-Místek","Prerov",28,23,2013-03-17,"2012/2013","RegularPhaseMatch",380,"Bedrich Frieser, Lukáš Frieser","Aleš Chrastina","Petr Mazur","Jirí Závodník","Richard Bucek",11,14,2,5,120,37.69,521,51.4,73.78,99,35.99,487,49.29,70.29,"Sun","Weekend",0,0
1034,56,"KOP","LOV","Koprivnice","Lovosice",25,25,2013-03-09,"2012/2013","RegularPhaseMatch",240,"Pavel Novotný, Petr Samek","Miroslav Barton","Ivo Vávra","Vojtech Srba","Pavel Haken",10,13,2,1,100,40.02,572,52.47,74.21,133,39.45,488,52.17,70.32,"Sat","Weekend",0,0
1035,57,"BRN","ZUB","KP Brno","Zubrí",21,24,2013-03-09,"2012/2013","RegularPhaseMatch",905,"Jirí Vetrovský, Martin Zych","Jan Hegar","Filip Hruza","Jirí Micola","Michal Balhárek",11,13,3,3,104,45.64,639,53.56,74.52,201,44.99,652,53.99,72.07,"Sat","Weekend",0,0
1036,58,"PLZ","FRM","Plzen","Frýdek-Místek",33,28,2013-03-09,"2012/2013","RegularPhaseMatch",850,"Bohumil Bruna, René Vostatek","Martin Šetlík","Milan Šedivec","Aleš Chrastina","Petr Mazur",17,14,2,5,112,41.78,542,52.31,70.93,120,37.69,521,51.4,73.78,"Sat","Weekend",0,0
1037,59,"KAR","HRA","Karviná","Hranice",26,25,2013-03-10,"2012/2013","RegularPhaseMatch",382,"Václav Horácek, Jirí Novotný","Ludvík Mrkva","Martin Kostelník","Libor Hrabal","Martin Potiška",16,14,2,0,157,42.97,584,57.15,65.51,99,41.1,543,57.58,79.06,"Sun","Weekend",0,1
1038,60,"PRE","JIC","Prerov","Jicín",28,25,2013-03-10,"2012/2013","RegularPhaseMatch",129,"Michal Hanák, Petr Novák","Jirí Závodník","Jirí Mužík","Aleš Babák","Petr Kyncl",14,11,2,2,99,35.99,487,49.29,70.29,124,42.51,517,52.61,67.82,"Sun","Weekend",0,0
1039,61,"LOV","FRM","Lovosice","Frýdek-Místek",29,28,2013-03-02,"2012/2013","RegularPhaseMatch",650,"Petr Halada, Ludek Tocík","Vojtech Srba","Pavel Haken","Aleš Chrastina","Petr Mazur",10,18,1,1,133,39.45,488,52.17,70.32,120,37.69,521,51.4,73.78,"Sat","Weekend",0,0
1040,62,"JIC","PLZ","Jicín","Plzen",22,18,2013-03-02,"2012/2013","RegularPhaseMatch",960,"Jirí Vetrovský, Martin Zych","Aleš Babák","Petr Kyncl","Martin Šetlík","Stanislav Raizl",14,12,6,1,124,42.51,517,52.61,67.82,112,41.78,542,52.31,70.93,"Sat","Weekend",0,0
1041,63,"ZUB","KAR","Zubrí","Karviná",29,26,2013-03-02,"2012/2013","RegularPhaseMatch",900,"Milan Hájek, Karel Macho","Jirí Micola","Michal Balhárek","Ludvík Mrkva","Martin Kostelník",14,10,1,3,201,44.99,652,53.99,72.07,157,42.97,584,57.15,65.51,"Sat","Weekend",0,0
1042,64,"KOP","DUK","Koprivnice","Dukla",23,29,2013-03-02,"2012/2013","RegularPhaseMatch",255,"Jirí Králícek, Milan Letev","Miroslav Barton","Ivo Vávra","Pavel Pauza","Milan Kotrc",10,12,3,1,100,40.02,572,52.47,74.21,185,44.88,575,54.5,70.52,"Sat","Weekend",0,0
1043,65,"HRA","PRE","Hranice","Prerov",32,25,2013-03-03,"2012/2013","RegularPhaseMatch",350,"Luboš Pavlícek, Rostislav Tokoš","Libor Hrabal","Martin Potiška","Jirí Závodník","Jirí Mužík",13,11,4,2,99,41.1,543,57.58,79.06,99,35.99,487,49.29,70.29,"Sun","Weekend",0,0
1044,66,"DUK","LOV","Dukla","Lovosice",19,18,2013-02-23,"2012/2013","RegularPhaseMatch",200,"Václav Horácek, Jirí Novotný","Pavel Pauza","Milan Kotrc","Vojtech Srba","Pavel Haken",10,9,5,4,185,44.88,575,54.5,70.52,133,39.45,488,52.17,70.32,"Sat","Weekend",0,0
1045,67,"BRN","KOP","KP Brno","Koprivnice",25,21,2013-02-23,"2012/2013","RegularPhaseMatch",160,"Marek Becicka, Jirí Horák","Jan Hegar","Filip Hruza","Jan Martínek","Ivo Vávra",13,14,0,4,104,45.64,639,53.56,74.52,100,40.02,572,52.47,74.21,"Sat","Weekend",0,0
1046,68,"PLZ","HRA","Plzen","Hranice",22,28,2013-02-23,"2012/2013","RegularPhaseMatch",580,"Jirí Opava, Pavel Válek","Martin Šetlík","Stanislav Raizl","Libor Hrabal","Martin Potiška",11,16,2,2,112,41.78,542,52.31,70.93,99,41.1,543,57.58,79.06,"Sat","Weekend",0,0
1047,69,"PRE","ZUB","Prerov","Zubrí",26,26,2013-02-24,"2012/2013","RegularPhaseMatch",184,"Petr Halada, Ludek Tocík","Jirí Závodník","Jirí Mužík","Jirí Micola","Ivo Tovaryš",15,14,5,2,99,35.99,487,49.29,70.29,201,44.99,652,53.99,72.07,"Sun","Weekend",0,0
1048,70,"FRM","JIC","Frýdek-Místek","Jicín",29,30,2013-02-24,"2012/2013","RegularPhaseMatch",245,"Pavel Novotný, Petr Samek","Aleš Chrastina","Petr Mazur","Aleš Babák","Petr Kyncl",16,18,3,2,120,37.69,521,51.4,73.78,124,42.51,517,52.61,67.82,"Sun","Weekend",0,0
1049,71,"DUK","BRN","Dukla","KP Brno",20,16,2013-02-16,"2012/2013","RegularPhaseMatch",180,"Bedrich Frieser, Lukáš Frieser","Pavel Pauza","Milan Kotrc","Jan Hegar","Zdenek Zima",11,8,3,2,185,44.88,575,54.5,70.52,104,45.64,639,53.56,74.52,"Sat","Weekend",0,0
1050,72,"LOV","JIC","Lovosice","Jicín",22,30,2013-02-16,"2012/2013","RegularPhaseMatch",900,"Jirí Opava, Pavel Válek","Vojtech Srba","Pavel Haken","Aleš Babák","Petr Kyncl",12,15,2,2,133,39.45,488,52.17,70.32,124,42.51,517,52.61,67.82,"Sat","Weekend",0,0
1051,73,"ZUB","PLZ","Zubrí","Plzen",21,20,2013-02-16,"2012/2013","RegularPhaseMatch",800,"Václav Horácek, Jirí Novotný","Jirí Micola","Michal Balhárek","Martin Šetlík","Stanislav Raizl",13,14,3,1,201,44.99,652,53.99,72.07,112,41.78,542,52.31,70.93,"Sat","Weekend",0,0
1052,74,"KOP","KAR","Koprivnice","Karviná",29,34,2013-02-16,"2012/2013","RegularPhaseMatch",210,"Pavel Novotný, Petr Samek","Miroslav Barton","Ivo Vávra","Ludvík Mrkva","Martin Kostelník",16,19,4,4,100,40.02,572,52.47,74.21,157,42.97,584,57.15,65.51,"Sat","Weekend",0,0
1053,75,"HRA","FRM","Hranice","Frýdek-Místek",35,31,2013-02-17,"2012/2013","RegularPhaseMatch",240,"Jirí Králícek, Milan Letev","Libor Hrabal","Martin Potiška","Aleš Chrastina","Petr Mazur",21,14,2,6,99,41.1,543,57.58,79.06,120,37.69,521,51.4,73.78,"Sun","Weekend",0,1
1054,76,"BRN","LOV","KP Brno","Lovosice",22,22,2013-02-09,"2012/2013","RegularPhaseMatch",450,"Milan Hájek, Karel Macho","Jan Hegar","Filip Hruza","Vojtech Srba","Pavel Haken",8,11,2,1,104,45.64,639,53.56,74.52,133,39.45,488,52.17,70.32,"Sat","Weekend",0,0
1055,77,"JIC","HRA","Jicín","Hranice",26,19,2013-02-09,"2012/2013","RegularPhaseMatch",830,"Michal Hanák, Petr Novák","Aleš Babák","Petr Kyncl","Libor Hrabal","Martin Potiška",13,8,3,2,124,42.51,517,52.61,67.82,99,41.1,543,57.58,79.06,"Sat","Weekend",0,0
1056,78,"KAR","DUK","Karviná","Dukla",27,22,2013-02-09,"2012/2013","RegularPhaseMatch",804,"Tomáš Bubenícek, Jan Kosmák","Ludvík Mrkva","Martin Kostelník","Pavel Pauza","Milan Kotrc",14,12,1,1,157,42.97,584,57.15,65.51,185,44.88,575,54.5,70.52,"Sat","Weekend",0,0
1057,79,"PRE","KOP","Prerov","Koprivnice",29,25,2013-02-10,"2012/2013","RegularPhaseMatch",159,"Tomáš Kozler, Vladimír Vaník","Jirí Závodník","Jirí Mužík","Miroslav Barton","Zdenek Kovalák",13,13,4,5,99,35.99,487,49.29,70.29,100,40.02,572,52.47,74.21,"Sun","Weekend",0,0
1058,80,"FRM","ZUB","Frýdek-Místek","Zubrí",32,36,2013-02-10,"2012/2013","RegularPhaseMatch",420,"Adam Kondelka, David Kondelka","Aleš Chrastina","Petr Mazur","Jirí Micola","Michal Balhárek",16,21,6,1,120,37.69,521,51.4,73.78,201,44.99,652,53.99,72.07,"Sun","Weekend",0,0
1059,81,"LOV","HRA","Lovosice","Hranice",27,22,2013-02-02,"2012/2013","RegularPhaseMatch",820,"Radoslav Kavulic, Libor Skružný","Vojtech Srba","Pavel Haken","Libor Hrabal","Martin Potiška",12,8,1,1,133,39.45,488,52.17,70.32,99,41.1,543,57.58,79.06,"Sat","Weekend",0,1
1060,82,"DUK","PRE","Dukla","Prerov",36,22,2013-02-02,"2012/2013","RegularPhaseMatch",100,"Bohumil Bruna, René Vostatek","Pavel Pauza","Milan Kotrc","Jirí Závodník","Richard Bucek",18,8,2,0,185,44.88,575,54.5,70.52,99,35.99,487,49.29,70.29,"Sat","Weekend",0,0
1061,83,"ZUB","JIC","Zubrí","Jicín",20,28,2013-02-02,"2012/2013","RegularPhaseMatch",700,"Bedrich Frieser, Lukáš Frieser","Jirí Micola","Michal Balhárek","Aleš Babák","Petr Kyncl",10,14,1,4,201,44.99,652,53.99,72.07,124,42.51,517,52.61,67.82,"Sat","Weekend",0,0
1062,84,"KOP","PLZ","Koprivnice","Plzen",26,38,2013-02-02,"2012/2013","RegularPhaseMatch",180,"Luboš Pavlícek, Rostislav Tokoš","Miroslav Barton","Ivo Vávra","Martin Šetlík","Stanislav Raizl",12,23,6,1,100,40.02,572,52.47,74.21,112,41.78,542,52.31,70.93,"Sat","Weekend",0,0
