"Global.Match.ID","Local.Match.ID","Home.Team.Name","Away.Team.Name","Home.Team.Goals","Away.Team.Goals","Match.Date","Attendance","Referees","Home.Coach","Home.Assistant","Away.Coach","Away.Assistant","Season.Phase","Season","CT.Broadcast","Home.Team.Halftime.Goals","Away.Team.Halftime.Goals","Home.Team.7m.Goals","Away.Team.7m.Goals"
1079,101,"Dukla","Hranice",19,15,2012-12-01,140,"Jirí Vetrovský, Martin Zych","Pavel Pauza","Milan Kotrc","Libor Hrabal","Karel Magrla","RegularPhaseMatch","2012/2013",0,8,9,3,5
1080,102,"KP Brno","Jicín",26,26,2012-12-01,400,"Milan Hájek, Karel Macho","Jan Hegar","Filip Hruza","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2012/2013",1,13,15,3,2
1081,103,"Karviná","Frýdek-Místek",40,29,2012-12-01,520,"Adam Kondelka, David Kondelka","Ludvík Mrkva","Marek Michalisko","Aleš Chrastina","Petr Mazur","RegularPhaseMatch","2012/2013",0,18,15,3,2
1082,104,"Koprivnice","Zubrí",26,32,2012-12-01,580,"Pavel Novotný, Petr Samek","Miroslav Barton","Ivo Vávra","Jirí Micola","Michal Balhárek","RegularPhaseMatch","2012/2013",0,13,18,6,4
1083,105,"Prerov","Plzen",17,29,2012-12-02,134,"Bohumil Bruna, René Vostatek","Jirí Závodník","Jirí Mužík","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2012/2013",0,11,18,3,1
1084,106,"Dukla","Zubrí",28,22,2012-11-24,170,"Václav Horácek, Jirí Novotný","Pavel Pauza","Milan Kotrc","Jirí Micola","Michal Balhárek","RegularPhaseMatch","2012/2013",0,15,5,1,2
1085,107,"Karviná","Jicín",23,29,2012-11-24,770,"Tomáš Bubenícek, Jan Kosmák","Ludvík Mrkva","Petr Raszyk","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2012/2013",0,11,12,1,1
1086,108,"Prerov","Frýdek-Místek",27,27,2012-11-25,251,"Bedrich Frieser, Lukáš Frieser","Jirí Závodník","Jirí Mužík","Aleš Chrastina","Petr Mazur","RegularPhaseMatch","2012/2013",0,13,13,4,2
1087,109,"KP Brno","Hranice",25,26,2012-11-25,430,"Radoslav Kavulic, Libor Skružný","Jan Hegar","Filip Hruza","Libor Hrabal","Martin Potiška","RegularPhaseMatch","2012/2013",1,7,14,2,0
1088,110,"Plzen","Lovosice",28,24,2012-11-25,750,"Marek Becicka, Jirí Horák","Martin Šetlík","Milan Šedivec","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2012/2013",0,17,9,4,2
1089,111,"Lovosice","Koprivnice",37,27,2012-11-17,750,"Tomáš Kozler, Vladimír Vaník","Vojtech Srba","Pavel Haken","Miroslav Barton","Ivo Vávra","RegularPhaseMatch","2012/2013",0,18,7,3,5
1090,112,"Jicín","Prerov",28,22,2012-11-17,530,"Michal Hanák, Petr Novák","Aleš Babák","Petr Kyncl","Jirí Závodník","Jirí Mužík","RegularPhaseMatch","2012/2013",0,17,11,2,1
1091,113,"Zubrí","KP Brno",33,27,2012-11-17,800,"Bedrich Frieser, Lukáš Frieser","Jirí Micola","Michal Balhárek","Jan Hegar","Zdenek Zima","RegularPhaseMatch","2012/2013",0,16,13,0,6
1092,114,"Hranice","Karviná",27,30,2012-11-18,280,"Bedrich Frieser, Lukáš Frieser","Libor Hrabal","Martin Potiška","Ludvík Mrkva","Martin Kostelník","RegularPhaseMatch","2012/2013",1,12,12,2,2
1093,115,"Frýdek-Místek","Plzen",27,31,2012-11-18,325,"Tomáš Bubenícek, Jan Kosmák","Aleš Chrastina","Petr Mazur","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2012/2013",0,14,18,2,3
1094,116,"Dukla","Koprivnice",31,21,2012-11-10,135,"Petr Halada, Ludek Tocík","Pavel Pauza","Milan Kotrc","Miroslav Barton","Ivo Vávra","RegularPhaseMatch","2012/2013",0,16,10,1,3
1095,117,"Karviná","Zubrí",29,27,2012-11-10,680,"Radoslav Kavulic, Libor Skružný","Ludvík Mrkva","Martin Kostelník","Jirí Micola","Michal Balhárek","RegularPhaseMatch","2012/2013",0,16,14,2,5
1096,118,"Prerov","Hranice",40,36,2012-11-11,287,"Radoslav Kavulic, Libor Skružný","Jirí Závodník","Jirí Mužík","Libor Hrabal","Martin Potiška","RegularPhaseMatch","2012/2013",0,20,17,3,7
1097,119,"Plzen","Jicín",25,22,2012-11-11,380,"Bohumil Bruna, René Vostatek","Martin Šetlík","Milan Šedivec","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2012/2013",1,13,13,1,4
1098,120,"Frýdek-Místek","Lovosice",24,27,2012-11-11,312,"Pavel Novotný, Petr Samek","Aleš Chrastina","Petr Mazur","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2012/2013",0,14,14,2,2
1099,121,"Jicín","Frýdek-Místek",27,27,2012-10-27,530,"Petr Halada, Ludek Tocík","Aleš Babák","Petr Kyncl","Aleš Chrastina","Petr Mazur","RegularPhaseMatch","2012/2013",0,14,16,6,0
1100,122,"Zubrí","Prerov",37,22,2012-10-27,600,"Radoslav Kavulic, Libor Skružný","Jirí Micola","Michal Balhárek","Jirí Závodník","Jirí Mužík","RegularPhaseMatch","2012/2013",0,20,12,1,2
1101,123,"Koprivnice","KP Brno",24,30,2012-10-27,320,"Jirí Vetrovský, Martin Zych","Miroslav Barton","Ivo Vávra","Jan Hegar","Filip Hruza","RegularPhaseMatch","2012/2013",0,6,15,5,3
1102,124,"Lovosice","Dukla",22,22,2012-10-28,0,"Michal Hanák, Petr Novák","Vojtech Srba","Pavel Haken","Pavel Pauza","Milan Kotrc","RegularPhaseMatch","2012/2013",1,11,12,2,2
1103,125,"Hranice","Plzen",30,28,2012-10-28,440,"Radoslav Kavulic, Libor Skružný","Libor Hrabal","Martin Potiška","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2012/2013",0,12,10,5,3
1104,126,"Jicín","Lovosice",24,24,2012-10-17,690,"Marek Becicka, Jirí Horák","Petr Babák","Petr Kyncl","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2012/2013",0,17,13,3,2
1105,127,"KP Brno","Dukla",26,22,2012-10-20,820,"Luboš Pavlícek, Rostislav Tokoš","Jan Hegar","Filip Hruza","Pavel Pauza","Milan Kotrc","RegularPhaseMatch","2012/2013",0,11,7,4,2
1106,128,"Karviná","Koprivnice",37,24,2012-10-20,380,"Adam Kondelka, David Kondelka","Ludvík Mrkva","Martin Kostelník","Miroslav Barton","Ivo Vávra","RegularPhaseMatch","2012/2013",0,17,11,1,4
1107,129,"Plzen","Zubrí",27,21,2012-10-21,310,"Jirí Opava, Pavel Válek","Martin Šetlík","Milan Šedivec","Jirí Micola","Michal Balhárek","RegularPhaseMatch","2012/2013",1,9,11,1,1
1108,130,"Frýdek-Místek","Hranice",21,36,2012-10-21,386,"Tomáš Bubenícek, Jan Kosmák","Aleš Chrastina","Petr Mazur","Libor Hrabal","Martin Potiška","RegularPhaseMatch","2012/2013",0,12,21,1,1
1109,131,"Zubrí","Frýdek-Místek",34,19,2012-10-13,700,"Adam Kondelka, David Kondelka","Jirí Micola","Michal Balhárek","Aleš Chrastina","Petr Mazur","RegularPhaseMatch","2012/2013",0,17,7,3,2
1110,132,"Koprivnice","Prerov",34,29,2012-10-13,410,"Pavel Novotný, Petr Samek","Miroslav Barton","Ivo Vávra","Jirí Závodník","Jirí Mužík","RegularPhaseMatch","2012/2013",0,19,15,2,5
1111,133,"Dukla","Karviná",32,27,2012-10-14,140,"Václav Horácek, Jirí Novotný","Pavel Pauza","Milan Kotrc","Ludvík Mrkva","Martin Kostelník","RegularPhaseMatch","2012/2013",1,18,11,3,2
1112,134,"Hranice","Jicín",27,26,2012-10-14,335,"Radoslav Kavulic, Libor Skružný","Libor Hrabal","Martin Potiška","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2012/2013",0,12,12,2,4
1113,135,"Lovosice","KP Brno",32,26,2012-11-09,700,"Tomáš Kozler, Vladimír Vaník","Vladimír Šuma","Pavel Haken","Jan Hegar","Filip Hruza","RegularPhaseMatch","2012/2013",0,12,14,2,2
1114,136,"Hranice","Lovosice",29,26,2012-10-05,235,"Jirí Vetrovský, Martin Zych","Libor Hrabal","Martin Potiška","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2012/2013",0,14,12,1,1
1115,137,"Karviná","KP Brno",29,29,2012-10-06,348,"Pavel Novotný, Petr Samek","Ludvík Mrkva","Martin Kostelník","Jan Hegar","Zdenek Zima","RegularPhaseMatch","2012/2013",0,14,12,1,3
1116,138,"Plzen","Koprivnice",37,25,2012-10-06,510,"Radoslav Kavulic, Ludek Tocík","Martin Šetlík","Milan Šedivec",,"Ivo Vávra","RegularPhaseMatch","2012/2013",0,16,15,0,5
1117,139,"Jicín","Zubrí",29,20,2012-10-07,620,"Václav Horácek, Jirí Novotný","Aleš Babák","Petr Kyncl","Jirí Micola","Michal Balhárek","RegularPhaseMatch","2012/2013",1,13,7,4,4
1118,140,"Prerov","Dukla",23,33,2012-10-07,201,"Luboš Pavlícek, Rostislav Tokoš","Jirí Závodník","Jirí Mužík","Pavel Pauza","Milan Kotrc","RegularPhaseMatch","2012/2013",0,15,19,2,2
1119,141,"Koprivnice","Frýdek-Místek",33,30,2012-09-27,460,"Marek Becicka, Jirí Horák","Miroslav Barton","Ivo Vávra","Aleš Chrastina","Petr Mazur","RegularPhaseMatch","2012/2013",0,18,13,2,6
1120,142,"Dukla","Plzen",27,24,2012-09-28,180,"Bedrich Frieser, Lukáš Frieser","Pavel Pauza","Milan Kotrc","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2012/2013",0,13,12,3,0
1121,143,"KP Brno","Prerov",36,19,2012-09-29,505,"Tomáš Kozler, Vladimír Vaník","Jan Hegar","Lukáš Kribík","Jirí Závodník","Jirí Mužík","RegularPhaseMatch","2012/2013",0,19,11,2,2
1122,144,"Zubrí","Hranice",34,29,2012-09-29,800,"Michal Hanák, Petr Novák","Jirí Micola","Michal Balhárek","Libor Hrabal","Martin Potiška","RegularPhaseMatch","2012/2013",0,18,13,5,1
1123,145,"Lovosice","Karviná",23,19,2012-09-30,485,"Radoslav Kavulic, Libor Skružný","Vojtech Srba","Pavel Haken","Ludvík Mrkva","Martin Kostelník","RegularPhaseMatch","2012/2013",1,10,8,1,0
1124,146,"Koprivnice","Jicín",22,23,2012-09-22,300,"Adam Kondelka, David Kondelka","Miroslav Barton","Ivo Vávra","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2012/2013",0,9,9,4,5
1125,147,"Plzen","KP Brno",25,32,2012-09-22,470,"Jirí Vetrovský, Martin Zych","Martin Šetlík","Stanislav Raizl","Jan Hegar","Tadeáš Zima","RegularPhaseMatch","2012/2013",0,13,14,3,6
1126,148,"Zubrí","Lovosice",24,27,2012-09-23,600,"Michal Hanák, Petr Novák","Jirí Micola","Michal Balhárek","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2012/2013",1,11,11,3,4
1127,149,"Prerov","Karviná",25,31,2012-09-23,239,"Adam Kondelka, David Kondelka","Jirí Závodník","Jirí Mužík","Ludvík Mrkva","Martin Kostelník","RegularPhaseMatch","2012/2013",0,14,15,2,0
1128,150,"Frýdek-Místek","Dukla",27,31,2012-09-23,485,"Tomáš Kozler, Vladimír Vaník","Aleš Chrastina","Petr Mazur","Pavel Pauza","Milan Kotrc","RegularPhaseMatch","2012/2013",0,14,15,4,2
1129,151,"Lovosice","Prerov",33,21,2012-09-11,350,"Jirí Opava, Pavel Válek","Vojtech Srba","Pavel Haken","Jirí Závodník","Richard Bucek","RegularPhaseMatch","2012/2013",0,15,15,1,3
1130,152,"Karviná","Plzen",26,29,2012-09-15,520,"Marek Becicka, Jirí Horák","Ludvík Mrkva","Martin Kostelník","Martin Šetlík","Milan Šedivec","RegularPhaseMatch","2012/2013",0,15,14,3,3
1131,153,"Koprivnice","Hranice",29,33,2012-09-15,450,"Luboš Pavlícek, Rostislav Tokoš","Miroslav Barton","Ivo Vávra","Libor Hrabal","Martin Potiška","RegularPhaseMatch","2012/2013",0,16,16,1,5
1132,154,"Dukla","Jicín",22,23,2012-09-16,110,"Michal Hanák, Petr Novák","Pavel Pauza","Milan Kotrc","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2012/2013",1,11,11,3,1
1133,155,"KP Brno","Frýdek-Místek",36,29,2012-09-16,352,"Pavel Novotný, Petr Samek","Jan Hegar","Filip Hruza","Aleš Chrastina","Petr Mazur","RegularPhaseMatch","2012/2013",0,20,18,2,3
1134,156,"Jicín","KP Brno",23,23,2012-09-08,490,"Radoslav Kavulic, Libor Skružný","Aleš Babák","Petr Kyncl","Jan Hegar","Filip Hruza","RegularPhaseMatch","2012/2013",0,10,8,1,3
1135,157,"Plzen","Prerov",29,21,2012-09-08,200,"Michal Hanák, Petr Novák","Martin Šetlík","Milan Šedivec","Jirí Závodník","Jirí Mužík","RegularPhaseMatch","2012/2013",0,12,10,4,3
1136,158,"Hranice","Dukla",30,29,2012-09-09,245,"Bohumil Bruna, René Vostatek","Libor Hrabal","Martin Potiška","Pavel Pauza","Milan Kotrc","RegularPhaseMatch","2012/2013",1,12,14,6,4
1137,159,"Frýdek-Místek","Karviná",31,32,2012-09-09,525,", Milan Letev","Aleš Chrastina","Petr Mazur","Ludvík Mrkva","Roman Farár","RegularPhaseMatch","2012/2013",0,16,16,4,1
1138,160,"Zubrí","Koprivnice",29,22,2012-09-09,500,"Tomáš Bubenícek, Jan Kosmák","Jirí Micola","Michal Balhárek","Miroslav Barton","Ivo Vávra","RegularPhaseMatch","2012/2013",0,11,9,2,1
1139,1,"Prerov","Karviná",29,30,2012-05-23,100,"Vangelis Simu, Jirí Novotný","Miroslav Frank","Jirí Mužík","Rastislav Trtík","Roman Farár","1till6placeMatch","2011/2012",0,17,10,2,2
1140,2,"Dukla","Lovosice",25,26,2012-05-26,318,"Jirí Opava, Pavel Válek","Pavel Pauza","Milan Kotrc","Vojtech Srba","Pavel Haken","1till6placeMatch","2011/2012",0,10,12,2,3
1141,3,"Zubrí","Jicín",30,21,2012-05-27,1500,"Michal Hanák, Petr Novák","Jirí Mika","Michal Balhárek","Aleš Babák","Petr Kyncl","1till6placeMatch","2011/2012",1,16,8,0,0
1142,4,"Lovosice","Prerov",31,27,2012-05-18,682,"Lubomír Kohout, Vladimír Vaník","Vojtech Srba","Milan Berka","Miroslav Frank","Richard Bucek","1till6placeMatch","2011/2012",0,16,8,0,2
1143,5,"Karviná","Zubrí",31,29,2012-05-19,720,"Václav Horácek, Jirí Novotný","Rastislav Trtík","Roman Farár","Jirí Mika","Michal Balhárek","1till6placeMatch","2011/2012",0,16,10,3,1
1144,6,"Jicín","Dukla",25,25,2012-05-20,480,"Radoslav Kavulic, Libor Skružný","Aleš Babák","Petr Kyncl","Pavel Pauza","Jan Krouský","1till6placeMatch","2011/2012",1,16,13,1,3
1145,7,"Lovosice","Jicín",30,23,2012-05-11,515,"Radoslav Kavulic, Libor Skružný","Vojtech Srba","Pavel Haken","Aleš Babák","Petr Kyncl","1till6placeMatch","2011/2012",0,9,14,1,3
1146,8,"Dukla","Karviná",26,27,2012-05-12,185,"Milan Hájek, Karel Macho","Pavel Pauza","Milan Kotrc","Rastislav Trtík","Martin Kostelník","1till6placeMatch","2011/2012",0,13,13,2,1
1147,9,"Prerov","Zubrí",19,28,2012-05-13,235,"Luboš Pavlícek, Rostislav Tokoš","Miroslav Frank","Jirí Mužík","Jirí Mika","Michal Balhárek","1till6placeMatch","2011/2012",0,6,14,2,3
1148,10,"Jicín","Prerov",25,21,2012-05-07,515,"Jirí Vetrovský, Martin Zych","Aleš Babák","Petr Kyncl","Miroslav Frank","Richard Bucek","1till6placeMatch","2011/2012",0,11,11,3,1
1149,11,"Zubrí","Dukla",37,34,2012-05-08,1100,"Václav Horácek, Jirí Novotný","Jirí Mika","Michal Balhárek","Pavel Pauza","Jan Krouský","1till6placeMatch","2011/2012",1,20,16,6,5
1150,12,"Karviná","Lovosice",28,22,2012-05-08,506,"Marek Becicka, Jirí Horák","Rastislav Trtík","Roman Farár","Vojtech Srba","Pavel Haken","1till6placeMatch","2011/2012",0,13,12,2,3
1151,13,"Lovosice","Zubrí",27,23,2012-05-05,780,"Michal Hanák, Petr Novák","Vojtech Srba","Pavel Haken","Jirí Mika","Michal Balhárek","1till6placeMatch","2011/2012",0,18,7,4,1
1152,14,"Prerov","Dukla",24,29,2012-05-06,126,"Radoslav Kavulic, Libor Skružný","Miroslav Frank","Jirí Mužík","Pavel Pauza","Jan Krouský","1till6placeMatch","2011/2012",0,11,19,1,1
1153,15,"Jicín","Karviná",32,23,2012-05-06,600,"Bedrich Frieser, Lukáš Frieser","Aleš Babák","Petr Kyncl","Rastislav Trtík","Roman Farár","1till6placeMatch","2011/2012",0,14,9,3,3
1154,16,"Lovosice","Dukla",26,21,2012-05-01,600,"Václav Horácek, Jirí Novotný","Vojtech Srba","Pavel Haken","Pavel Pauza","Milan Kotrc","1till6placeMatch","2011/2012",1,15,13,3,0
1155,17,"Jicín","Zubrí",27,27,2012-05-01,599,"Milan Hájek, Karel Macho","Petr Babák","Petr Kyncl","Jirí Mika","Michal Balhárek","1till6placeMatch","2011/2012",0,12,16,3,3
1156,18,"Karviná","Prerov",40,29,2012-05-01,360,"Pavel Novotný, Petr Samek","Rastislav Trtík","Roman Farár",,"Jirí Mužík","1till6placeMatch","2011/2012",0,24,14,0,0
1157,19,"Prerov","Lovosice",24,32,2012-04-27,113,"Jirí Novotný, Vangelis Simu","Miroslav Frank","Jirí Mužík","Vojtech Srba","Pavel Haken","1till6placeMatch","2011/2012",0,13,16,2,2
1158,20,"Dukla","Jicín",34,24,2012-04-28,115,"Marek Becicka, Jirí Horák","Pavel Pauza","Milan Kotrc","Aleš Babák","Petr Kyncl","1till6placeMatch","2011/2012",0,18,12,3,3
1159,21,"Zubrí","Karviná",27,27,2012-04-29,800,"Jirí Opava, Pavel Válek","Jirí Mika","Michal Balhárek","Rastislav Trtík","Roman Farár","1till6placeMatch","2011/2012",1,11,13,9,4
1160,22,"Jicín","Lovosice",26,26,2012-04-20,560,"Jirí Opava, Pavel Válek","Aleš Babák","Petr Kyncl","Vojtech Srba","Pavel Haken","1till6placeMatch","2011/2012",0,12,13,4,2
1161,23,"Karviná","Dukla",22,28,2012-04-21,758,"Radoslav Kavulic, Libor Skružný","Rastislav Trtík","Roman Farár","Pavel Pauza","Milan Kotrc","1till6placeMatch","2011/2012",1,8,13,2,1
1162,24,"Zubrí","Prerov",26,19,2012-04-22,700,"Petr Halada, Dalibor Pavlát","Jirí Mika","Michal Balhárek","Miroslav Frank","Jirí Mužík","1till6placeMatch","2011/2012",0,15,9,1,2
1163,25,"Dukla","Zubrí",25,29,2012-04-18,450,"Jirí Opava, Pavel Válek","Pavel Pauza","Milan Kotrc","Jirí Mika","Michal Balhárek","1till6placeMatch","2011/2012",0,13,14,4,3
1164,26,"Lovosice","Karviná",33,28,2012-04-18,420,"Milan Hájek, Karel Macho","Vojtech Srba","Pavel Haken","Rastislav Trtík","Roman Farár","1till6placeMatch","2011/2012",0,13,12,3,3
1165,27,"Prerov","Jicín",28,39,2012-04-18,148,"Bedrich Frieser, Lukáš Frieser","Miroslav Frank","Jirí Mužík","Aleš Babák","Petr Kyncl","1till6placeMatch","2011/2012",0,13,18,3,0
1166,28,"Dukla","Prerov",36,22,2012-04-14,135,"Bedrich Frieser, Lukáš Frieser","Pavel Pauza","Milan Kotrc","Miroslav Frank","Richard Bucek","1till6placeMatch","2011/2012",0,19,12,1,2
1167,29,"Zubrí","Lovosice",27,19,2012-04-14,800,"Václav Horácek, Jirí Novotný","Jirí Mika","Michal Balhárek","Vojtech Srba","Pavel Haken","1till6placeMatch","2011/2012",0,14,9,1,3
1168,30,"Karviná","Jicín",35,30,2012-04-15,760,"Michal Hanák, Petr Novák","Rastislav Trtík","Roman Farár","Aleš Babák","Petr Kyncl","1till6placeMatch","2011/2012",1,19,12,5,2
1169,31,"Koprivnice","Plzen",26,27,2012-04-23,150,"Luboš Pavlícek, Rostislav Tokoš","Miroslav Barton","Ivo Vávra","Martin Šetlík","Stanislav Raizl","7till12placeMatch","2011/2012",0,14,17,3,5
1170,32,"Hranice","Brno",33,31,2012-05-26,90,"Vangelis Simu, Rostislav Tokoš","Libor Hrabal","Martin Potiška","Jan Hegar","Martin Kabrna","7till12placeMatch","2011/2012",0,15,20,6,1
1171,33,"Trebon","Frýdek-Místek",22,40,2012-05-26,55,"Bedrich Frieser, Lukáš Frieser","Jan Pavlovský","Zdenek Kubík","Jirí Kekrt","Petr Mazur","7till12placeMatch","2011/2012",0,9,23,4,4
1172,34,"Brno","Plzen",22,25,2012-05-19,48,"Luboš Pavlícek, Rostislav Tokoš","Jan Hegar","Filip Hruza","Martin Šetlík","Stanislav Raizl","7till12placeMatch","2011/2012",0,14,14,5,0
1173,35,"Koprivnice","Trebon",27,25,2012-05-20,60,"Petr Halada, Dalibor Pavlát","Miroslav Barton","Ivo Vávra","Jan Pavlovský","Vladislav Jordák","7till12placeMatch","2011/2012",0,17,13,4,3
1174,36,"Frýdek-Místek","Hranice",34,28,2012-05-20,125,"Pavel Novotný, Petr Samek","Jirí Kekrt","Petr Mazur","Libor Hrabal","Martin Potiška","7till12placeMatch","2011/2012",0,19,16,3,3
1175,37,"Trebon","Hranice",20,29,2012-05-11,50,"Bohumil Bruna, René Vostatek","Jan Pavlovský","Zdenek Kubík","Libor Hrabal","Martin Schober","7till12placeMatch","2011/2012",0,10,11,2,3
1176,38,"Koprivnice","Brno",24,28,2012-05-12,180,"Marek Becicka, Jirí Horák","Miroslav Barton","Ivo Vávra","Jan Hegar","Filip Hruza","7till12placeMatch","2011/2012",0,10,15,0,0
1177,39,"Plzen","Frýdek-Místek",33,32,2012-05-12,70,"Jirí Vetrovský, Martin Zych","Martin Šetlík","Milan Šedivec","Jirí Kekrt","Petr Mazur","7till12placeMatch","2011/2012",0,16,14,3,4
1178,40,"Plzen","Hranice",27,26,2012-05-06,90,"Jirí Vetrovský, Martin Zych","Martin Šetlík","Milan Šedivec","Libor Hrabal","Martin Potiška","7till12placeMatch","2011/2012",0,11,13,2,6
1179,41,"Frýdek-Místek","Koprivnice",32,34,2012-05-08,320,"Jirí Králícek, Milan Letev","Jirí Kekrt","Petr Mazur","Miroslav Barton","Ivo Vávra","7till12placeMatch","2011/2012",0,18,11,5,2
1180,42,"Brno","Trebon",30,19,2012-05-08,105,"Michal Hanák, Petr Novák","Jan Hegar","Filip Hruza","Jan Pavlovský","Vladislav Jordák","7till12placeMatch","2011/2012",0,16,11,0,0
1181,43,"Koprivnice","Hranice",27,30,2012-05-03,180,"Tomáš Bubenícek, Jan Kosmák","Miroslav Barton","Ivo Vávra","Libor Hrabal","Martin Potiška","7till12placeMatch","2011/2012",0,17,20,4,2
1182,44,"Trebon","Plzen",20,24,2012-05-04,70,"Marek Becicka, Jirí Horák","Jan Pavlovský","Zdenek Kubík","Martin Šetlík","Stanislav Raizl","7till12placeMatch","2011/2012",0,9,11,2,1
1183,45,"Frýdek-Místek","Brno",33,30,2012-05-06,275,"Pavel Novotný, Petr Samek","Jirí Kekrt","Petr Mazur","Jan Hegar","Filip Hruza","7till12placeMatch","2011/2012",0,19,12,1,1
1184,46,"Plzen","Koprivnice",36,19,2012-04-29,90,"Bohumil Bruna, René Vostatek","Martin Šetlík","Milan Šedivec","Miroslav Barton","Ivo Vávra","7till12placeMatch","2011/2012",0,18,8,0,6
1185,47,"Brno","Hranice",20,30,2012-05-01,125,"Lubomír Kohout, Vladimír Vaník","Jan Hegar","Filip Hruza","Libor Hrabal","Martin Potiška","7till12placeMatch","2011/2012",0,9,14,1,6
1186,48,"Frýdek-Místek","Trebon",31,24,2012-05-01,160,"Tomáš Bubenícek, Jan Kosmák","Jirí Kekrt","Petr Mazur","Jan Pavlovský","Vladislav Jordák","7till12placeMatch","2011/2012",0,17,12,5,3
1187,49,"Trebon","Koprivnice",24,25,2012-04-28,120,"Milan Hájek, Karel Macho","Jan Pavlovský","Zdenek Kubík","Miroslav Barton","Ivo Vávra","7till12placeMatch","2011/2012",0,13,11,3,4
1188,50,"Plzen","Brno",36,26,2012-04-28,80,"Radoslav Kavulic, Libor Skružný","Martin Šetlík","Milan Šedivec","Jan Hegar","Filip Hruza","7till12placeMatch","2011/2012",0,18,14,2,0
1189,51,"Hranice","Frýdek-Místek",25,25,2012-04-29,80,"Luboš Pavlícek, Rostislav Tokoš","Libor Hrabal","Martin Potiška","Jirí Kekrt","Petr Mazur","7till12placeMatch","2011/2012",0,12,12,1,2
1190,52,"Brno","Koprivnice",31,24,2012-04-21,75,"Petr Halada, Dalibor Pavlát","Jan Hegar","Filip Hruza","Miroslav Barton","Ivo Vávra","7till12placeMatch","2011/2012",0,13,10,2,3
1191,53,"Hranice","Trebon",28,23,2012-04-22,85,"Jirí Králícek, Milan Letev","Libor Hrabal","Martin Potiška","Jan Pavlovský","Karel Petržala","7till12placeMatch","2011/2012",0,12,14,2,1
1192,54,"Frýdek-Místek","Plzen",21,30,2012-04-22,225,"Michal Hanák, Petr Novák","Jirí Kekrt","Petr Mazur","Martin Šetlík","Stanislav Raizl","7till12placeMatch","2011/2012",0,8,15,3,2
